variable,familia,rol,uso,significado,unidades,fundamento_predictivo,limitaciones,fuente,metodo,tipo,n_faltantes,faltantes_pct,n_distintos,rango_o_ejemplos
edades_u028_fraccion,Edades,predictor_candidato,Candidata; no aprobada,Fracción de área terrestre ocupada por la unidad «VENDIENSE-CÁMBRICO».,fracción 0–1,"Distingue dominios y episodios de la historia geológica; su asociación con Au es una hipótesis contextual, no una relación monotónica con antigüedad.","Intersección exacta con polígonos. Unidad cartográfica completa, no proporción de cada roca interna; NaN si falla cobertura/conflicto. Los intervalos de edad mixtos no se desagregan.",edades,"intersección exacta; fracción de unidad mixta, no de mineral",float32,15392,3.097885701059665,7663,0.0 … 1.0
dist_falla_cartografiada_m,Estructuras,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de falla/cizalla cartografiada sin marcador textual de supuesta, buscada hasta 10000 m.",m,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal.,NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,contactos_geode,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,93902,18.89927644886335,401517,4.5324184611672536e-05 … 9999.8740234375
dens_aprox_falla_cartografiada_1000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de falla/cizalla cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 1000 m.,km/km²,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,251917,0.0 … 8.816088676452637
dens_aprox_falla_cartografiada_5000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de falla/cizalla cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 5000 m.,km/km²,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,356677,0.0 … 3.9366743564605713
dens_aprox_falla_cartografiada_10000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de falla/cizalla cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 10000 m.,km/km²,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,395772,0.0 … 2.763320207595825
dist_falla_supuesta_m,Estructuras,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de falla/cizalla supuesta/oculta, buscada hasta 10000 m.",m,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal.,NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,contactos_geode,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,150088,30.207605840738243,344989,0.039505358785390854 … 9999.9765625
dens_aprox_falla_supuesta_1000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de falla/cizalla supuesta/oculta por superficie terrestre en una ventana de radio 1000 m.,km/km²,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,92973,0.0 … 3.4959490299224854
dens_aprox_falla_supuesta_5000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de falla/cizalla supuesta/oculta por superficie terrestre en una ventana de radio 5000 m.,km/km²,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,233163,0.0 … 1.4204356670379639
dens_aprox_falla_supuesta_10000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de falla/cizalla supuesta/oculta por superficie terrestre en una ventana de radio 10000 m.,km/km²,Las fracturas y cizallas pueden conducir fluidos y localizar trampas estructurales para mineralización hidrotermal. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,314586,0.0 … 0.8389087319374084
dist_cabalgamiento_cartografiada_m,Estructuras,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de cabalgamiento cartografiada sin marcador textual de supuesta, buscada hasta 10000 m.",m,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva.,NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,contactos_geode,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,276674,55.685059021243624,219459,0.0027950857765972614 … 9999.80078125
dens_aprox_cabalgamiento_cartografiada_1000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cabalgamiento cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 1000 m.,km/km²,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,65016,0.0 … 5.458712100982666
dens_aprox_cabalgamiento_cartografiada_5000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cabalgamiento cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 5000 m.,km/km²,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,147164,0.0 … 2.758855104446411
dens_aprox_cabalgamiento_cartografiada_10000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cabalgamiento cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 10000 m.,km/km²,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,209695,0.0 … 1.725170612335205
dist_cabalgamiento_supuesta_m,Estructuras,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de cabalgamiento supuesta/oculta, buscada hasta 10000 m.",m,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva.,NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,contactos_geode,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,397776,80.05876966116875,98876,0.024025872349739075 … 9999.9814453125
dens_aprox_cabalgamiento_supuesta_1000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cabalgamiento supuesta/oculta por superficie terrestre en una ventana de radio 1000 m.,km/km²,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,16407,0.0 … 2.43988037109375
dens_aprox_cabalgamiento_supuesta_5000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cabalgamiento supuesta/oculta por superficie terrestre en una ventana de radio 5000 m.,km/km²,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,47990,0.0 … 0.730979859828949
dens_aprox_cabalgamiento_supuesta_10000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de cabalgamiento supuesta/oculta por superficie terrestre en una ventana de radio 10000 m.,km/km²,Puede representar zonas de deformación y contactos que canalizan fluidos; la cronología respecto al oro es decisiva. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,79349,0.0 … 0.38278114795684814
dist_contacto_intrusivo_cartografiada_m,Estructuras,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de contacto intrusivo cartografiada sin marcador textual de supuesta, buscada hasta 10000 m.",m,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido.,NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,contactos_geode,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,347623,69.96467782350987,148991,0.004934257362037897 … 9999.9375
dens_aprox_contacto_intrusivo_cartografiada_1000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de contacto intrusivo cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 1000 m.,km/km²,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,67262,0.0 … 18.93927001953125
dens_aprox_contacto_intrusivo_cartografiada_5000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de contacto intrusivo cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 5000 m.,km/km²,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,112224,0.0 … 10.35904598236084
dens_aprox_contacto_intrusivo_cartografiada_10000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de contacto intrusivo cartografiada sin marcador textual de supuesta por superficie terrestre en una ventana de radio 10000 m.,km/km²,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,144147,0.0 … 6.646313667297363
dist_contacto_intrusivo_supuesta_m,Estructuras,predictor_candidato,Candidata; no aprobada,"Distancia euclídea del centro de celda a la traza más próxima de contacto intrusivo supuesta/oculta, buscada hasta 10000 m.",m,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido.,NaN si no se encuentra traza en 10 km; no es distancia cero ni ausencia geológica. No se calcula desde el borde de la celda; la cobertura del levantamiento no está acreditada.,contactos_geode,centro a traza cartografiada; NaN sin traza dentro de 10000 m; cobertura no acreditada,float32,486913,97.99901379678175,9940,0.25351035594940186 … 9998.984375
dens_aprox_contacto_intrusivo_supuesta_1000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de contacto intrusivo supuesta/oculta por superficie terrestre en una ventana de radio 1000 m.,km/km²,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,1020,0.0 … 3.238482713699341
dens_aprox_contacto_intrusivo_supuesta_5000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de contacto intrusivo supuesta/oculta por superficie terrestre en una ventana de radio 5000 m.,km/km²,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,3840,0.0 … 0.6592413187026978
dens_aprox_contacto_intrusivo_supuesta_10000m_km_km2,Estructuras,predictor_candidato,Candidata; no aprobada,Longitud aproximada de contacto intrusivo supuesta/oculta por superficie terrestre en una ventana de radio 10000 m.,km/km²,Puede aproximar interfaces entre intrusión y encajante asociadas a circulación hidrotermal y reacción roca-fluido. La densidad describe intensidad de la red a esa escala; no cuenta intersecciones ni conectividad.,"Longitud exacta por celda de 1 km redistribuida uniformemente para la ventana circular; aproximación, especialmente sensible a 1 km. Cero significa sin longitud registrada, no ausencia acreditada.",contactos_geode,longitud exacta por celda; ventana circular con reparto uniforme subcelda; no acredita ausencia,float32,0,0.0,7974,0.0 … 0.2605421245098114
au_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de oro con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,8759,1.7628885690996368,7,0.0 … 6.0
au_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de oro; etiqueta local «0,08 - 1,34». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,92,0.0 … 1.0
au_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de oro; etiqueta local «1,35 - 2». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,169,0.0 … 1.0
au_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de oro; etiqueta local «2,01 - 3,5». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,197,0.0 … 1.0
au_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de oro; etiqueta local «3,51 - 6,1». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,180,0.0 … 1.0
au_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de oro; etiqueta local «6,11 - 12,05». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,131,0.0 … 1.0
au_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de oro; etiqueta local «12,06 - 43». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,70,0.0 … 1.0
au_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de oro; etiqueta local «43,01 - 1.964». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Señal del propio elemento objetivo en sedimentos; puede reflejar una fuente aurífera en la cuenca aportante. No localiza necesariamente el yacimiento en la celda y puede reflejar actividad minera previa.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_au,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,19,0.0 … 1.0
as_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de arsénico con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,8759,1.7628885690996368,8,0.0 … 7.0
as_proporcion_clase_0,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 0 de arsénico; etiqueta local «0,08 - 4,55». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,18,0.0 … 1.0
as_proporcion_clase_1,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 1 de arsénico; etiqueta local «4,56 - 6». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,33,0.0 … 1.0
as_proporcion_clase_2,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 2 de arsénico; etiqueta local «6,01 - 8,78». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,58,0.0 … 1.0
as_proporcion_clase_3,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 3 de arsénico; etiqueta local «8,79 - 12,67». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,94,0.0 … 1.0
as_proporcion_clase_4,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 4 de arsénico; etiqueta local «12,68 - 16,16». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,111,0.0 … 1.0
as_proporcion_clase_5,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 5 de arsénico; etiqueta local «16,17 - 19,9». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,119,0.0 … 1.0
as_proporcion_clase_6,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 6 de arsénico; etiqueta local «19,91 - 45». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,97,0.0 … 1.0
as_proporcion_clase_7,Geoquímica,predictor_candidato,Candidata; no aprobada,"Fracción del área válida asignada a clase 7 de arsénico; etiqueta local «45,01 - 1.949,5». No son unidades de concentración verificadas.",fracción 0–1 del área válida,Elemento guía de ciertos sistemas auríferos hidrotermales; una asociación As-Au coherente con el contexto puede aportar evidencia indirecta. También existen anomalías de As sin Au.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_as,proporciones alternativas a moda; no concentraciones,float32,8759,1.7628885690996368,33,0.0 … 1.0
sb_clase_modal,Geoquímica,predictor_candidato,Candidata; no aprobada,Clase de antimonio con mayor área válida en la celda; empate a la clase menor. Códigos según la leyenda local reproducida en este informe.,índice de clase,Elemento guía en determinadas asociaciones hidrotermales con Au; su combinación con As y estructuras es una hipótesis más específica que Sb aislado.,"Mapa clasificado a partir de RGB; leyenda, medio, extracción y unidades pendientes de validación en D. Exige ≥95 % de área válida. No es concentración puntual ni ley del mineral; clase 0 es válida.",geoquimica_sb,moda ponderada; empate clase menor; RGB coincidente; leyenda local pendiente,float32,10382,2.089543226897183,8,0.0 … 7.0
